ClusterLOD diagnostics report
Generated by CLodCacheTool

=== USD submesh 0 ===
Source: C:\Users\matth\source\repos\SARP\BasicRenderer\models\Trees\branch.usdz
Cache identity: source='C:/Users/matth/source/repos/SARP/BasicRenderer/models/Trees/branch.usdz' prim='/root/Branch04_014/Branch04_005' subset='Tileable_Alt2_Material_006'
Cache source: build_hash=0xf314a121fc253a4a container='clod_cec690980ce8f84.clodbin'
Summary: groups=28 voxel_groups=6 segments=107 refined_edges=66 terminal_segments=35 nodes=120 internal_nodes=19 segment_leaf_nodes=95 voxel_leaf_nodes=6 lod_levels=12 max_depth=11 max_traversal_depth=5 triangle_pages=60 voxel_pages=1
Errors: group_error_min=7.43607e-05 group_error_max=3.40282e+38 max_parent_to_own_error_ratio=6.91138
Parentage: root_groups=1 multi_parent_groups=17 max_parent_ref_count=5
Validation: invalid_segment_ranges=0 invalid_refined_groups=0 refined_edges_to_lower_depth=66 refined_edges_to_same_or_higher_depth=0 non_selected_parent_edges=30 finite_group_error_issues=0 invalid_node_kinds=0 invalid_node_ranges=0 invalid_leaf_owners=0 invalid_leaf_segments=0 non_finite_node_metrics=0 internal_max_error_violations=0 unreachable_nodes=0 duplicate_segment_leaf_refs=0

DAG interval coverage by owner depth:
depth,segments,meshlets,min_child_error,max_child_error,min_owner_error,max_owner_error
0,35,3647,0,0,7.43607e-05,0.00018394
1,37,1819,7.43607e-05,0.00018394,0.000333765,0.000513935
2,16,748,0.000333765,0.000513935,0.00112817,0.0014516
3,5,325,0.00112817,0.0014516,0.00421815,0.00421815
4,1,145,0.00421815,0.00421815,0.0088617,0.0088617
5,1,74,0.0088617,0.0088617,0.0112564,0.0112564
6,1,1,0.0112564,0.0112564,0.0149822,0.0149822
7,1,1,0.0149822,0.0149822,0.0164805,0.0164805
8,1,1,0.0164805,0.0164805,0.0181285,0.0181285
9,1,1,0.0181285,0.0181285,0.0199414,0.0199414
10,1,1,0.0199414,0.0199414,0.0219355,0.0219355
11,1,1,0.0219355,0.0219355,3.40282e+38,3.40282e+38

DAG threshold sweep (mesh-space interval rule, first 96):
threshold,total_segments,total_meshlets,dominant_depth,active_depths
528,59,1,11,0,8,236,0,0
529,59,1,14,0,10,236,8,0
530,59,1,15,0,7,237,0,0
531,59,1,16,0,10,237,7,0
532,59,1,18,0,8,238,0,0
533,59,1,24,0,12,239,0,0
534,59,1,31,0,7,239,12,0
535,59,1,32,0,6,240,0,0
536,60,1,35,0,7,241,6,0
537,60,1,36,0,9,242,0,0
538,60,1,37,0,6,242,9,0
539,60,1,40,0,9,243,0,0
540,60,1,49,0,7,243,9,0
541,61,1,7,0,8,244,0,0
542,61,1,12,0,7,244,8,0
543,61,1,14,0,10,245,0,0
544,62,1,0,0,6,246,7,0
545,62,1,9,0,8,247,0,0
546,62,1,10,0,9,247,8,0
547,62,1,17,0,10,248,0,0
548,62,1,20,0,8,248,10,0
549,62,1,21,0,8,249,0,0
550,62,1,22,0,11,249,8,0
551,62,1,23,0,5,250,0,0
552,63,1,24,0,12,251,5,0
553,63,1,26,0,7,252,0,0
554,63,1,28,0,5,252,7,0
555,63,1,30,0,7,252,12,0
556,64,1,0,0,6,253,0,0
557,64,1,8,0,6,253,6,0
558,64,1,10,0,9,253,12,0
559,64,1,17,0,10,254,0,0
560,64,1,23,0,5,254,10,0
561,64,1,26,0,7,255,0,0
562,64,1,27,0,6,255,7,0
563,64,1,28,0,5,255,13,0
564,65,1,11,0,8,256,10,0
565,65,1,13,0,8,257,0,0
566,65,1,14,0,10,257,8,0
567,65,1,16,0,10,258,0,0
568,65,1,18,0,8,258,10,0
569,65,1,35,0,7,259,0,0
570,65,1,37,0,6,259,7,0
571,66,1,12,0,7,260,13,0
572,66,1,13,0,7,261,0,0
573,66,1,19,0,6,261,7,0
574,66,1,38,0,6,262,0,0
575,66,1,43,0,7,262,6,0
576,66,1,44,0,8,263,0,0
577,67,1,5,0,10,264,0,0
578,67,1,25,0,11,265,0,0
579,67,1,33,0,6,265,11,0
580,67,1,45,0,10,266,0,0
581,67,1,46,0,7,266,10,0
582,67,1,48,0,6,267,0,0
583,67,1,52,0,8,267,6,0
584,68,1,1,0,10,268,0,0
585,68,1,2,0,6,268,10,0
586,68,1,3,0,8,269,0,0
587,68,1,4,0,8,269,8,0
588,68,1,5,0,11,270,0,0
589,68,1,16,0,10,271,0,0
590,68,1,17,0,10,272,0,0
591,68,1,31,0,7,272,10,0
592,69,1,32,0,6,273,0,0
593,69,1,34,0,9,273,6,0
594,69,1,35,0,7,274,0,0
595,69,1,47,0,6,274,7,0
596,70,1,15,0,7,275,0,0
597,70,1,16,0,10,275,7,0
598,70,1,17,0,10,276,0,0
599,70,1,20,0,9,276,10,0
600,70,1,21,0,9,277,0,0
601,70,1,24,0,12,278,0,0
602,70,1,29,0,6,278,12,0
603,70,1,32,0,6,279,0,0
604,71,1,34,0,8,280,6,0
605,71,1,35,0,6,281,0,0
606,71,1,36,0,9,281,6,0
607,71,1,40,0,8,282,0,0
608,71,1,45,0,9,282,8,0
609,71,1,47,0,6,283,0,0
610,72,1,16,0,9,284,8,0
611,72,1,17,0,10,285,0,0
612,72,1,24,0,12,286,0,0
613,72,1,25,0,11,287,0,0
614,72,1,32,0,6,287,11,0
615,72,1,34,0,9,288,0,0
616,72,1,35,0,7,288,9,0
617,72,1,36,0,9,289,0,0
618,73,1,37,0,6,290,9,0
619,73,1,38,0,6,291,0,0
620,73,1,39,0,8,291,6,0
621,73,1,40,0,9,292,0,0
622,73,1,42,0,12,292,9,0
623,73,1,44,0,7,293,0,0
624,73,1,47,0,6,293,7,0
625,73,1,48,0,6,294,0,0
626,74,1,49,0,7,295,9,0
627,74,1,50,0,10,296,0,0
628,75,1,7,0,8,297,10,0
629,75,1,37,0,6,298,0,0
630,75,1,38,0,6,298,6,0
631,75,1,39,0,8,298,12,0
632,75,1,40,0,8,299,0,0
633,75,1,41,0,9,299,8,0
634,75,1,42,0,12,300,0,0
635,75,1,43,0,7,300,12,0
636,76,1,50,0,9,301,0,0
637,77,1,10,0,9,302,0,0
638,77,1,15,0,7,302,9,0
639,77,1,17,0,10,303,0,0
640,77,1,24,0,12,304,0,0
641,77,1,25,0,11,305,0,0
642,77,1,29,0,6,305,11,0
643,77,1,30,0,7,306,0,0
644,77,1,49,0,7,306,7,0
645,78,1,51,0,10,307,6,0
646,78,1,53,0,11,308,0,0
647,78,1,54,0,9,308,11,0
648,79,1,17,0,10,309,0,0
649,79,1,30,0,7,309,10,0
650,79,1,35,0,7,310,0,0
651,79,1,47,0,6,310,7,0


